,Z,W,X,Y
0,0,-0.15564439230218755,-0.4969714504614804,0.2824838529355602
1,1,0.5295394672727944,2.2842402230339225,4.740595930430722
2,1,0.9105140005310582,0.8722323180742597,3.449569370801172
3,1,-0.7054758594077923,2.1572599132946895,3.0025305306216556
4,0,-0.5908744297850312,-0.3867304971019056,-1.8487957897093614
5,1,0.5336349835605357,0.9816491755682141,1.8665664868504017
6,0,1.293240916738851,-0.041747753677000426,2.427691504402408
7,0,0.24344508084828428,-0.11345151295896079,-0.17719559321969716
8,0,-0.7144654250785185,-0.1295642228587768,1.673640531107548
9,1,-1.5481300195277565,0.12684360169011133,-0.37981753935232443
10,1,-1.4331107822798188,1.0848977940665279,-0.4134371363737066
11,1,-0.46627990703865385,-0.25297070872482874,-1.7103666491814355
12,0,0.8834527206263356,0.3991305463868205,1.9159926591174152
13,0,-0.2653035992396283,-1.1231796218368333,-1.641303197085386
14,1,0.9845615654244511,1.5503095154047393,3.604623013436382
15,1,-0.09803028642848238,0.618625166769643,0.06757333918547637
16,1,-0.39467711786319404,2.242716254394015,3.4109387142112606
17,0,-0.47481791212759367,-0.338345778402062,-1.2008366685794754
18,0,-0.06227721463289042,-1.0731588988632441,-2.176801779420637
19,0,-0.41121352553586926,-0.16251880280369368,1.1794622214667116
20,0,-0.1533090078626852,0.4744831073386306,1.338854417121094
21,0,-0.0663124684898935,-0.2931326846686422,-2.2699443463327507
22,1,-0.11730017752891651,0.8013870678719549,2.352801631055134
23,0,-0.26529381594564666,0.6327548723919733,3.572278535351207
24,1,-0.856440748886379,1.1570583946817128,1.5300493159940556
25,0,0.8338979913300157,-1.085799799947579,-1.871558875727239
26,1,1.0517215835389555,-0.5617272716950537,0.27240348675984366
27,0,-0.570444153872032,1.6654698534614352,2.174896117213394
28,1,1.2124280623500856,0.5332285002054917,2.2570192699200606
29,0,0.13934657246161047,0.6263344711966493,0.9664630925544457
30,1,0.38354291740398444,1.3892710613667423,2.299841042589345
31,1,0.6631353799227195,1.2923826097546427,2.264768149848639
32,1,-0.4031176781467159,0.5978475444619533,-0.07045712931448017
33,1,0.44983971272249057,0.41241059210375597,0.20622935347199967
34,0,-0.8043509036458546,1.902298177064296,1.6295638931159047
35,0,1.266438667223217,-0.4798891121730303,0.4406967652874683
36,0,0.5399246258491138,0.9746915775200715,1.9037278014967294
37,0,0.5093734123314416,0.5350485925076821,0.9936740204686507
38,0,-0.3228352766509653,-0.30108652768080724,-0.6914963560787025
39,1,0.8732091778297524,0.6618258186726497,2.032221362035316
40,1,1.365798852556935,1.8556819043097743,2.259068320951784
41,1,-0.7110252705049274,0.024828625558442008,-1.421070784078815
42,1,-0.6220505764890908,-0.227262765641564,-0.7074548979494772
43,0,-2.5115605744030747,1.4206508253564183,0.11145763589684693
44,1,-1.0085899207863795,-0.23094528729041675,-0.7206055258188305
45,1,-0.19228157126799691,0.40177529641484744,1.7955661636966735
46,1,-0.9774838479893772,2.607713512121376,3.047696318191368
47,0,-0.1824001567017852,-0.4712931451355636,-1.1396237954813089
48,0,-0.16051174919471653,3.371111978004113,5.893368393270821
49,1,-1.2961272612133035,0.5140165242017207,0.3098180108465154
50,0,-0.848118977977123,-0.23778740736985624,-2.1969663777835358
51,1,2.1733887203188478,1.9751736801633897,3.7693393491111475
52,0,1.3470647092979633,-0.10781961185129604,0.8230144190433997
53,0,-0.2501775812383922,0.8359063250803216,-0.8899948999915905
54,1,-0.4777521363699792,0.2809454665787946,-0.0871066513388934
55,0,-1.2206528986920715,0.9873885705430212,0.8725597418389258
56,0,-1.9316094895917952,0.2526512059548594,-1.2526059895783925
57,0,-0.3783190900645055,-0.8299983545503529,-2.1722408225900396
58,0,0.2724834309462347,-1.1775578526654151,-0.9822615168336146
59,1,2.475319886862105,-0.37937493221886465,1.9429600366067614
60,1,1.0556315019943199,1.4536635230903172,4.74460897697535
61,1,1.7651303340424849,2.7126194801555563,5.751059831557082
62,0,1.3019477444363625,-0.42445924928363177,0.5505594141453604
63,1,0.9421032273752861,1.557276519165231,2.968748842383086
64,1,1.323573027707912,2.086043630553655,5.121973554922576
65,0,0.3807649610112989,0.25922482402875285,0.703237233185103
66,0,-0.2663444563346287,0.150345289482208,-1.1588695538944165
67,1,0.20241562258556287,2.2322106982657877,3.235426473950558
68,1,0.20224257174507063,1.6952602433764081,3.1183353944918473
69,0,-0.14530652729605362,-0.16591790554661306,0.5910245373472941
70,0,-0.1862813091213342,0.09469442428008545,0.06168612522101426
71,1,0.2106701151621404,1.342654572785833,2.486945711393155
72,0,-1.0637400952639775,-0.1004027055775897,-1.690336654743078
73,1,0.6470427510653276,1.2829281164214739,-0.9283617413381444
74,0,-0.9545423235110774,-1.0807393129793008,-1.6311666458554197
75,1,-0.738955225683459,2.3910578109141407,4.146624410130465
76,0,0.3152096659488781,-2.3150193972752895,-4.842828213304416
77,0,-0.09025635149803658,-0.6459172345008468,-0.9149723820822973
78,1,-0.7869419210547174,1.2223619480768075,2.0383897689699744
79,0,-1.5387970881333088,0.08250101759822831,-1.7927614272791363
80,1,0.3282211537553192,1.1630906735628095,1.9434524781116784
81,0,-0.9686557503222605,-1.3885593192415313,-2.484611973358845
82,0,0.3073844995680873,0.4942172602225525,0.05763737855515494
83,1,1.1653031746006681,0.9777246744083118,3.499652629424597
84,0,-1.2355594270686725,-0.5017734913506754,-1.7501758441231674
85,1,0.13231634829783948,1.5966045304418297,2.5676114718044007
86,0,-0.8375957008378037,-0.244632337592134,-2.8697551387860685
87,1,-0.7236158758829574,1.6578839083577117,2.32659716245758
88,0,-0.5818203553166899,-1.9135208907826062,-3.6947228593130053
89,1,-0.38370990495251694,0.31145000960418767,0.8774980793843392
90,0,-0.7724023589903398,0.5650204064755059,-0.506028340797196
91,1,0.09818274949043639,-1.8070255031601534,-3.203996071680179
92,0,-0.24547313190981118,-0.8394490800122308,-0.44601926297815897
93,0,1.3886468507787562,0.760052281761572,3.550847773727117
94,0,0.48345444834181245,-0.6675810737762778,-2.5778790115017913
95,0,-0.1586811631140468,1.1698035162689406,-0.03391491800242297
96,0,-1.1035151223289683,1.024195442552698,0.09789445604010855
97,0,-0.44390415051741383,-0.4593611111517716,0.1618546291147671
98,1,1.1213287856211998,0.9845679129027846,2.0675658645932584
99,1,0.05819562735904516,1.1889459214833855,1.7043873419923006
100,1,-0.5063803163723328,1.0381930273339208,0.267362379273832
101,1,-1.0165536493916019,-0.27260657822616796,-3.828781184917861
102,1,-0.19944400933250664,-0.922933940967338,-2.4317794840389504
103,1,0.3820998078911059,-0.7638090808955447,-2.027665987799601
